company,position,location,schedule,responsibilities,requirements,levels,techstack,source,format,salary,currency,salary_range,format2,levels2
Сбербанк,Аналитик данных,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['sql', 'python', 'oracle', 'субд', 'greenplum', 'power bi', 'bi', 'аналитические исследования', 'c', 'it', 'teradata', 'r', 'data', 'qlik sense', 'аналитика', 'qlik', 'ит', 'ad', 'acl', 'ак']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Friendwork,Data Engineer (remote),Москва,Полный рабочий день,не определено,не определено,От 3 лет,"['sql', 'python', 'postgresql', 'spark', 'docker', 'kafka', 'airflow', 'ml', 'greenplum', 'devops', 'qa', 'api', 'go', 'rest', 'data lake', 'c', 'apache kafka', 'ai', 'it', 'r', 'data', 'postgres', 'apache spark', 'kafka', '', 'переговоры', 'pos', 'ит', '', 'dex', 'ак', 'иб']",superjob.ru,Удалённая работа (на дому),0.0,RUB,0,удаленка,другое
Технопарк «Сколково»,Teamlead проекта,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['python', 'data science', 'bi', 'ios', 'c', 'it', 'r', 'data', 'мониторинг', 'frontend', 'mobile', 'backend', 'ит', 'mac']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Технопарк «Сколково»,Frontend-разработчик,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['python', 'data science', 'bi', 'ios', 'c', 'r', 'data', 'разработка по', 'мониторинг', 'frontend', 'mobile', 'backend', 'ит', 'mac']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Технопарк «Сколково»,Backend-разработчик,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['python', 'data science', 'bi', 'ios', 'c', 'r', 'data', 'разработка по', 'мониторинг', 'frontend', 'mobile', 'backend', 'ит', 'mac']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Технопарк «Сколково»,Lead Machine Learning,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['ml', 'data mining', 'data science', 'nlp', 'управление командой', 'машинное обучение', 'c', 'ner', 'r', 'saas', 'data', 'ит', 'алгоритмы', 'ак']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Friendwork,Data-analysis-разработчик,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['python', 'data analysis', 'data science', 'bi', 'ios', 'unix', 'c', 'r', 'data', 'разработка по', 'мониторинг', 'frontend', 'mobile', 'backend', 'ит', 'mac', 'с++']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Южный федеральный университет,"Data Scientist (computer vision, machine learning)",Ростов-на-Дону,Полный рабочий день,не определено,не определено,От 1 года,"['python', 'java', 'анализ данных', 'pandas', 'c#', 'ml', 'pytorch', 'c++', 'numpy', 'математическое моделирование', 'tensorflow', 'машинное обучение', 'c', 'opencv', 'r', 'scipy', '', 'ит', 'matplotlib', '', 'атм', 'адаптация', 'ак', 'моделирование']",superjob.ru,Не имеет значения,55000.0,RUB,100000,не указано,другое
Армтек,Специалист в отдел экспедиции / Аналитик данных,Мытищи,Полный рабочий день,не определено,не определено,Без опыта,"['c', 'r', 'sap', 'ms office', 'office', 'excel', 'ит', 'ак']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,От 0 до 1 года
Технопарк «Сколково»,Data Scientist,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['sql', 'python', 'ml', 'data science', 'c', 'data', 'мониторинг', 'ит', 'старт', 'атм', 'ак', 'иб']",superjob.ru,Удалённая работа (на дому),0.0,RUB,0,удаленка,другое
Технопарк «Сколково»,Computer Vision Engineer,Москва,Полный рабочий день,не определено,не определено,От 1 года,"['python', 'английский язык', 'linux', 'pandas', 'ml', 'pytorch', 'c++', 'numpy', 'tensorflow', 'mlops', 'sla', 'c', 'статистика', 'it', 'opencv', 'r', 'scikit-learn', 'scipy', '3d', '', 'core', 'scikit', 'графы', 'ит', 'matplotlib', '', 'алгоритмы', 'адаптация', 'ак', 'иб']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Технопарк «Сколково»,Data Scientist,Москва,Полный рабочий день,не определено,не определено,От 3 лет,"['sql', 'python', 'spark', 'git', 'scala', 'airflow', 'ml', 'c', 'ai', 'it', 'r', 'sap', 'умение работать в команде', 'умение объяснять', 'ит', 'recsys', 'алгоритмы', 'ак', 'иб']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
Кадровое агентство уникальных специалистов,Аналитик BI,Москва,Сменный график работы,не определено,не определено,От 3 лет,"['sql', 'tableau', 'power bi', 'bi', 'бизнес-анализ', 'c', 'r', 'высшее образование', 'qlik sense', 'аналитика', 'qlik', 'excel', 'ит', 'elt', 'иб']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
МТС,Стажер-аналитик Power BI,Нижний Новгород,Полный рабочий день,не определено,не определено,Без опыта,"['power bi', 'bi', 'c', 'r', 'excel', 'ит']",superjob.ru,Не имеет значения,30000.0,RUB,100000,не указано,От 0 до 1 года
Henderson,Программист-архитектор баз данных (Хранилище и BI),Химки,Полный рабочий день,не определено,не определено,От 1 года,"['sql', 'python', 'etl', 'dwh', 'ms sql', 'power bi', 'devops', 'ms sql server', 'bi', 'ms excel', 'data vault', 'c', 'проектирование', 'ssas', 'r', 'olap', 'azure', 'data', 'мониторинг', 'microsoft', 'ssis', 'sql server', '', 'навыки работы в команде', 'поддержка пользователей', 'excel', 'ит', '', 'sas', 'dw', 'dex']",superjob.ru,Не имеет значения,0.0,RUB,0,не указано,другое
СБЕР,Data engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
"Hi, Rockits!",Data Engineer,Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Python', 'Spark', 'SQL', 'ETL', 'Big Data']",hh.ru,Гибкий график,300000.0,RUB,300000,не указано,От 3 до 6 лет
СБЕР,Python developer (Machine Learning Engineer),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
СБЕР,Middle/Senior Data Engineer в Sber AI Lab,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'PostgreSQL', 'Linux', 'Java', 'Алгоритмически базис', 'Pandas', 'NumPy', 'ML']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Райков Евгений Игоревич,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,300000.0,RUB,300000,не указано,От 3 до 6 лет
Hoff,Data Engineer/ETL developer (Senior/Middle+),Казань,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'PostgreSQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Fivetran,Engineering manager (Serbia),Москва,Полный день,не определено,не определено,Более 6 лет,не определено,hh.ru,Полный день,350000.0,USD,400000,не указано,От 6 лет
Ок Софт,Data Engineer DWH,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'ETL', 'DWH', 'SQL']",hh.ru,Полный день,175000.0,RUB,200000,не указано,От 1 года до 3 лет
Хедлайнер,Data Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'ETL', 'Linux', 'Data Analysis', 'Google Cloud', 'DWH']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
F-ONE,Senior Machine Learning Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Machine learning', 'AI', 'Computer vision', 'Visual document understanding', 'Natural language understanding', 'Statistics', 'Mathematics', 'Linear algebra']",hh.ru,Полный день,343000.0,EUR,400000,не указано,От 3 до 6 лет
Платформа Больших Данных,Data Engineer,Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['SQL', 'SCALA', 'Java', 'Spark', 'Hadoop', 'Hive', 'Python', 'Airflow']",hh.ru,Удаленная работа,230000.0,RUB,300000,удаленка,От 1 года до 3 лет
СБЕР,Data Engineer/Support Engineer (SberData),Хабаровск,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'Hadoop']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
SOLOPHARM,Junior Data Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'Английский язык', 'Linux', 'ETL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Газпром нефть,Data engineer\Дата-инженер,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'PostgreSQL', 'Java', 'Английский язык']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
СБЕР,NLP исследователь в группу AI в медицине Sber AI Lab,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Inca Digital,Junior Python Developer,Санкт-Петербург,Удаленная работа,не определено,не определено,Нет опыта,"['Python', 'MongoDB', 'AWS']",hh.ru,Удаленная работа,70000.0,USD,100000,удаленка,От 0 до 1 года
Синергетик,Data-инженер/Дата-инженер/Инженер данных,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Hadoop', 'Hive', 'Python', 'ETL', 'SQL', 'Big Data', 'PowerBI', 'Microsoft Access', 'Точность и внимательность к деталям', 'Работа с базами данных']",hh.ru,Полный день,200000.0,RUB,200000,не указано,От 1 года до 3 лет
Municorn,Senior Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'ETL', 'PostgreSQL', 'Airflow', 'Dagster']",hh.ru,Полный день,350000.0,EUR,400000,не указано,От 3 до 6 лет
Дром,Senior Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Pandas', 'Kafka', 'Docker', 'Clickhouse']",hh.ru,Полный день,275000.0,RUB,300000,не указано,От 3 до 6 лет
ГК АСНА,Data Engineer/Дата Инженер,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'PostgreSQL', 'ETL', 'Pandas']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
ANCOR,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Data Analysis', 'SQL', 'VBA', 'MS SQL Server', 'Business Intelligence Systems']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Junior Data Engineer / Data Analyst,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Lamoda,Data Scientist,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Hoff,BI/Data Engineer (middle/middle+),Нижний Новгород,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Апптимизм,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Spark', 'Big Data', 'Airflow', 'SCALA', 'Hadoop', 'Git', 'Python']",hh.ru,Полный день,212500.0,RUB,300000,не указано,От 3 до 6 лет
ГридПоинт Дайнамикс,Дата-сайентист / Data Scientist (Computer Vision),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Data Analysis', 'Tensorflow', 'Pandas', 'Deep Learning', 'ML', 'Анализ данных']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Автомакон,Lead Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Apache Airflow', 'ETL']",hh.ru,Полный день,250000.0,RUB,300000,не указано,От 3 до 6 лет
Data-Driven Lab,Data Engineer,Санкт-Петербург,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'SCALA', 'Databricks']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
Ингосстрах,Data Scientist,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'Linux', 'Spark', 'Английский язык', 'SQL', 'Big Data']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Reckitt,Data Scientist,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Numpy', 'Data Mining', 'SQL', 'Pandas']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Aviasales.ru,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
KONNEKTU,Data engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['data аналитика', 'SQL', 'Data engineer', 'Python', 'Bash', 'DWH', 'ETL', 'ЦХД']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Data Engineer,Нижний Новгород,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,218000.0,RUB,300000,не указано,От 1 года до 3 лет
Тинькофф,Data Engineer,Краснодар,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Java', 'Python', 'SQL', 'Git', 'ООП', 'ETL', 'Apache NiFi', 'Greenplum', 'СУБД', 'DWH']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
PARI,Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'Git', 'ETL']",hh.ru,Полный день,190000.0,RUB,200000,не указано,От 1 года до 3 лет
Hoff,Data Engineer (Senior/Middle+),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'MS SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Aston,Data Engineer/Инженер данных,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Git', 'SQL', 'Airflow']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Space307,Data Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['ETL', 'Tableau', 'Power BI', 'qlik', 'MS SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Тинькофф,Business Data Engineer,Рязань,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'Работа с базами данных', 'ETL', 'Базы данных']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Data Engineer/Support Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Мамаева Ирина Анатольевна,Data engineer /Разработчик dwh,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'ETL', 'Базы данных', 'DWH']",hh.ru,Полный день,250000.0,RUB,300000,не указано,От 1 года до 3 лет
ARK,PBI Data Engineer,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Английский язык', 'SQL', 'Power BI', 'SAP', 'SAP Business Objects']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
Вкусно — и точка,Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'PostgreSQL', 'ClickHouse', 'Hadoop', 'MLOps', 'Ni-Fi', 'S3', 'Spark', 'Kafka', 'DWH', 'Data lake', 'ETL', 'Базы данных', 'Big Data', 'Data']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Суточно.ру,Дата-инженер / Data Engineer,Ульяновск,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['SQL', 'Python', 'Hadoop', 'PostgreSQL', 'Big Data']",hh.ru,Удаленная работа,175000.0,RUB,200000,удаленка,От 3 до 6 лет
СБЕР,Разработчик DWH Hadoop/Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Тинькофф,Business Data Engineer,Челябинск,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'Работа с базами данных', 'ETL', 'Базы данных', 'DWH']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
"МАГНИТ, Розничная сеть",Data engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'PostgreSQL', 'Adobe Photoshop', 'ETL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
SOLOPHARM,Data Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 1 года до 3 лет,"['Olap (online analytical processing)', 'Tableau', 'Работа с базами данных', 'ClickHouse', 'Linux', 'Ubuntu Server', 'Python', 'SQL', 'MS PowerBl', 'Apache NiFi', 'Apache Airflow 2.0', 'PostgreSQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
ФГБУ ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РАДИОЭЛЕКТРОНИКИ,Дата-инженер / Data Engineer,Мытищи,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
HeadHunter,Младший разработчик баз данных MS SQL/Data engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'PostgreSQL', 'СУБД', 'MS SQL', 'ETL', 'Airflow', 'Hive', 'Tableau']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Промсвязьбанк,Head Data Engineer (ETL),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'ETL', 'DWH', 'Apache Airflow', 'SQL', 'CI/CD']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
"Красная Поляна, НАО",Middle Data Engineer,Сочи,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'PostgreSQL', 'ETL', 'MS SQL']",hh.ru,Полный день,200000.0,RUB,200000,не указано,От 1 года до 3 лет
Спортмастер,Data engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'Kafka', 'Spark']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Lesta Games,Data Engineer (ETL Developer),Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SCALA', 'Spark', 'SQL', 'Git']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Lesta Games,Data Engineer (Integration),Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'CI/CD', 'Linux']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
24Н Софт,Middle/Senior Data Engineer,Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['SQL', 'ETL', 'MS SQL', 'Apache AirFlow', 'Python', 'Pandas', 'Numpy', 'Bash', 'GitHub', 'Git']",hh.ru,Гибкий график,200000.0,RUB,200000,не указано,От 3 до 6 лет
Дэстэн Партнерс,Data engineer / Data scientist / Руководитель отдела аналитики,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'PostgreSQL', 'Анализ данных', 'Power BI', 'MS SQL', 'Retail', 'MS Power BI', 'PowerBI', 'Стремление к профессиональному развитию', 'Работа в условиях многозадачности', 'MySQL', 'Работа в команде', 'Желание учиться и развиваться', 'Базы данных', 'Системное мышление', 'Soft skills', 'Высшее образование', 'Хранилище данных']",hh.ru,Полный день,250000.0,RUB,300000,не указано,От 3 до 6 лет
Тинькофф,Data-инженер,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Платформа ОФД,Data Engineer (Big Data),Москва,Гибкий график,не определено,не определено,От 1 года до 3 лет,"['Python', 'Java', 'SCALA', 'SQL', 'Big Data', 'Hadoop']",hh.ru,Гибкий график,0.0,не определено,0,не указано,От 1 года до 3 лет
Апптимизм,Data Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Hive', 'Python', 'SQL', 'Hadoop', 'Spark', 'Azure', 'ETL', 'DWH', 'DataLake', 'Yandex Cloud Platform']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
HeadHunter,Data Scientist (команда Поиска),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'PyTorch', 'SQL', 'Machine Learning', 'Анализ данных', 'data science', 'numpy', 'scipy', 'pandas', 'lightgbm', 'pytorch', 'scikit-learn', 'neural nets', 'nlp', 'search ranking', 'recommender systems', 'a/b-experiments', 'hadoop', 'hive', 'presto', 'Mathematics']",hh.ru,Полный день,350000.0,RUB,400000,не указано,От 3 до 6 лет
Тинькофф,Business Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'ETL', 'Greenplum']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
IBS,Data Engineer (ETL+ML),Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Python', 'Hadoop', 'PostgreSQL', 'Informatica', 'SQL', 'Greenplum', 'Teradata', 'ORACLE', 'ETL']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
СБЕР,Data Engineer (Middle+),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'Spark']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
СБЕР,Data Engineer / ML Engineer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
QIWI,Senior data engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Hadoop', 'Spark', 'ETL', 'DWH', 'КХД', 'Наставничество', 'ELT', 'Vertica', 'Clickhouse', 'Базы данных', 'Big Data', 'ORACLE', 'PostgreSQL', 'MySQL', 'Airflow']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Работут,Data Engineer (Power BI),Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['SQL', 'Power BI', 'SAP Business Objects', 'ETL']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
СБЕР,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Hive', 'Hadoop', 'SQL', 'SCALA', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
IBS,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Hadoop', 'SQL', 'PostgreSQL', 'Informatica']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Тинькофф,Data-инженер,Ижевск,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Java', 'ООП', 'ETL', 'Алгоритмы и структуры данных', 'DWH', 'Pandas', 'Groovy']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Aston,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Airflow', 'PySpark', 'Data Engineering', 'Databricks', 'Docker', 'Bash']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Газпром-медиа Развлекательное телевидение (ГПМ РТВ),Data Engineer,Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Python', 'Linux', 'Git', 'PostgreSQL', 'Django Framework']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
МТС,Data Scientist / ML-инженер (Big Data),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Machine Learning', 'Data Science', 'Математическая статистика', 'Git']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'ООП', 'Big Data', 'Анализ данных']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Тинькофф,Business Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'MS SQL', 'Работа с базами данных', 'MS SQL Server', 'ETL', 'DWH', 'СУБД']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
МТС,Middle Data Engineer (Process Mining),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Aston,Data Engineer (python\sql),Нижний Новгород,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Git', 'SQL', 'data engineer', 'Airflow']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Банк Санкт-Петербург,Data Engineer (Дата инженер),Санкт-Петербург,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'ETL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Тинькофф,Data-инженер,Саратов,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'Java', 'SQL', 'NoSQL', 'Pandas', 'Numpy', 'Groovy']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
Тинькофф,Business Data Engineer,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'Работа с базами данных', 'ETL', 'Базы данных', 'DWH', 'СУБД', 'Databases']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
Тинькофф,Data Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['Java', 'Python', 'SQL', 'Git', 'Базы данных', 'ETL', 'Greenplum', 'СУБД', 'DWH']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Data Engineer в рекомендательные системы,Нижний Новгород,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Апптимизм,Data Analyst,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'PostgreSQL', 'Английский язык', 'Анализ данных', 'DWH', 'ETL', 'BI', 'MS SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Звук,Senior Data Engineer (DataPlatform team),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Spark', 'SQL', 'Hadoop', 'AirFlow', 'Presto']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Северсталь,Data Scientist (Северсталь Диджитал),Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Python', 'Tensorflow', 'SQL', 'Machine Learning', 'Git']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
Media Instinct Group,Data engineer / Разработчик DWH / ETL developer,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Тинькофф,Data Engineer,Ростов-на-Дону,Полный день,не определено,не определено,От 3 до 6 лет,"['Java', 'Python', 'SQL', 'Git', 'ООП', 'СУБД', 'ETL', 'Apache NiFi', 'Greenplum']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Неофлекс,Data Engineer (Greenplum / Arenadata DB),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Greenplum/ArenadataDB', 'Informatica PowerCenter', 'SCALA', 'Spark']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
